landslide_category,landslide_trigger,landslide_size,longitude,latitude,landslide_region,landslide_trigger_encoded,landslide_category_encoded,landslide_size_encoded,landslide_region_encoded
landslide,rain,medium,94.1139,25.6269,Rainfall-Related,10,8,4,12
landslide,continuous_rain,medium,92.9974,24.7979,Rainfall-Related,11,8,4,12
landslide,downpour,medium,88.363,26.7914,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,78.3299,30.9085,Rainfall-Related,11,8,4,12
landslide,downpour,medium,79.9298,29.607,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,74.0357,34.0796,Rainfall-Related,11,8,4,12
landslide,unknown,medium,75.5488,33.1467,Other,3,8,4,13
landslide,unknown,medium,78.3154,30.6004,Other,3,8,4,13
landslide,downpour,medium,76.9576,30.8741,Rainfall-Related,12,8,4,12
landslide,unknown,medium,74.2525,33.6794,Other,3,8,4,13
landslide,downpour,medium,78.2844,31.5699,Rainfall-Related,12,8,4,12
rock_fall,downpour,small,80.6526,16.5145,Rainfall-Related,12,6,3,12
landslide,downpour,medium,88.167,26.9978,Rainfall-Related,12,8,4,12
landslide,downpour,medium,75.8289,11.4477,Rainfall-Related,12,8,4,12
landslide,rain,medium,88.3372,26.8545,Rainfall-Related,10,8,4,12
landslide,continuous_rain,small,74.5594,34.1327,Rainfall-Related,11,8,3,12
mudslide,monsoon,medium,93.8275,24.9336,Other,9,7,4,13
landslide,downpour,large,79.0193,30.0667,Rainfall-Related,12,8,5,12
landslide,rain,medium,94.9731,26.4205,Rainfall-Related,10,8,4,12
mudslide,continuous_rain,large,73.6873,19.162,Rainfall-Related,11,7,5,12
landslide,downpour,medium,93.6885,27.1034,Rainfall-Related,12,8,4,12
landslide,downpour,medium,93.0153,27.4888,Rainfall-Related,12,8,4,12
rock_fall,downpour,small,73.7767,19.3379,Rainfall-Related,12,6,3,12
landslide,continuous_rain,small,74.9781,33.8911,Rainfall-Related,11,8,3,12
landslide,downpour,medium,76.7705,9.8678,Rainfall-Related,12,8,4,12
landslide,rain,medium,94.1434,23.899,Rainfall-Related,10,8,4,12
landslide,downpour,large,77.5101,34.208,Rainfall-Related,12,8,5,12
landslide,rain,medium,77.193,31.2077,Rainfall-Related,10,8,4,12
landslide,snowfall_snowmelt,large,77.4702,31.8246,Snow and Ice,6,8,5,9
landslide,monsoon,large,94.3136,25.0118,Other,9,8,5,13
landslide,downpour,medium,74.9455,33.0068,Rainfall-Related,12,8,4,12
landslide,rain,medium,95.1645,28.1193,Rainfall-Related,10,8,4,12
landslide,downpour,medium,77.2195,32.3109,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,93.3729,25.1019,Rainfall-Related,11,8,4,12
landslide,downpour,medium,75.17707406,33.27140108,Rainfall-Related,12,8,4,12
landslide,continuous_rain,large,74.7959,33.7099,Rainfall-Related,11,8,5,12
landslide,downpour,medium,72.8276,19.4662,Rainfall-Related,12,8,4,12
landslide,downpour,small,75.7702,33.2706,Rainfall-Related,12,8,3,12
landslide,downpour,medium,77.5947,10.9628,Rainfall-Related,12,8,4,12
landslide,rain,small,88.4658,27.1141,Rainfall-Related,10,8,3,12
landslide,downpour,medium,88.559,27.3773,Rainfall-Related,12,8,4,12
mudslide,monsoon,medium,94.8133,26.2363,Other,9,7,4,13
landslide,continuous_rain,medium,94.1051,25.6278,Rainfall-Related,11,8,4,12
landslide,downpour,medium,78.0767,30.4326,Rainfall-Related,12,8,4,12
landslide,rain,medium,93.9136,25.7428,Rainfall-Related,10,8,4,12
landslide,downpour,medium,78.4399,30.7333,Rainfall-Related,12,8,4,12
landslide,downpour,medium,92.7141905,23.74182634,Rainfall-Related,12,8,4,12
mudslide,downpour,medium,91.7174,23.0137,Rainfall-Related,12,7,4,12
landslide,rain,medium,75.247,33.245,Rainfall-Related,10,8,4,12
landslide,unknown,medium,75.4481,33.1261,Other,3,8,4,13
landslide,downpour,medium,88.7628,27.3765,Rainfall-Related,12,8,4,12
rock_fall,rain,medium,74.7362,34.6507,Rainfall-Related,10,6,4,12
landslide,downpour,medium,76.9371,9.4237,Rainfall-Related,12,8,4,12
landslide,downpour,medium,94.9152,26.222,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,94.5163,26.0137,Rainfall-Related,11,8,4,12
landslide,rain,small,73.1822,18.5158,Rainfall-Related,10,8,3,12
landslide,continuous_rain,medium,73.703,24.1965,Rainfall-Related,11,8,4,12
landslide,continuous_rain,small,91.7645,26.1407,Rainfall-Related,11,8,3,12
landslide,rain,medium,93.117,24.808,Rainfall-Related,10,8,4,12
landslide,downpour,medium,74.6326,33.6549,Rainfall-Related,12,8,4,12
landslide,unknown,small,77.312,8.2117,Other,3,8,3,13
rock_fall,unknown,medium,85.3492,24.544,Mountainous Regions,3,6,4,8
landslide,monsoon,small,73.8093,15.6019,Other,9,8,3,13
landslide,downpour,medium,79.5566,30.6521,Rainfall-Related,12,8,4,12
landslide,downpour,medium,88.4575,27.1344,Rainfall-Related,12,8,4,12
landslide,downpour,medium,88.2746,25.4243,Rainfall-Related,12,8,4,12
landslide,downpour,medium,90.215,25.5114,Rainfall-Related,12,8,4,12
mudslide,monsoon,medium,94.7861,25.8877,Other,9,7,4,13
landslide,downpour,medium,94.1072,25.6623,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,91.3681,25.9611,Rainfall-Related,11,8,4,12
landslide,monsoon,medium,77.0309,9.9995,Other,9,8,4,13
landslide,downpour,medium,73.1742,17.5861,Rainfall-Related,12,8,4,12
mudslide,downpour,medium,93.9161,24.7339,Rainfall-Related,12,7,4,12
landslide,downpour,medium,78.3449,30.6014,Rainfall-Related,12,8,4,12
landslide,downpour,large,76.635,10.0604,Rainfall-Related,12,8,5,12
debris_flow,downpour,small,78.4347,30.7314,Rainfall-Related,12,5,3,12
landslide,downpour,medium,91.7665,26.1978,Rainfall-Related,12,8,4,12
landslide,downpour,large,75.452,13.986,Rainfall-Related,12,8,5,12
landslide,downpour,medium,79.2293,30.4749,Rainfall-Related,12,8,4,12
landslide,rain,medium,78.1723,29.9121,Rainfall-Related,10,8,4,12
landslide,continuous_rain,medium,92.2121,25.463,Rainfall-Related,11,8,4,12
landslide,continuous_rain,medium,94.4759,24.9111,Rainfall-Related,11,8,4,12
landslide,downpour,medium,73.9551,15.7067,Rainfall-Related,12,8,4,12
landslide,downpour,medium,95.2253,27.8458,Rainfall-Related,12,8,4,12
landslide,downpour,medium,75.21320384,33.33280503,Rainfall-Related,12,8,4,12
rock_fall,other,small,83.0394,18.2807,Mountainous Regions,2,6,3,8
landslide,downpour,medium,72.8974,19.0997,Rainfall-Related,12,8,4,12
landslide,downpour,medium,91.7599,23.8986,Rainfall-Related,12,8,4,12
landslide,downpour,medium,77.1179,31.944,Rainfall-Related,12,8,4,12
landslide,downpour,medium,74.8288,33.1253,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,74.839,33.0716,Rainfall-Related,11,8,4,12
landslide,rain,small,74.0241,34.0893,Rainfall-Related,10,8,3,12
landslide,downpour,medium,93.8673,25.5265,Rainfall-Related,12,8,4,12
landslide,downpour,medium,78.9228,30.2524,Rainfall-Related,12,8,4,12
landslide,downpour,medium,77.1495,32.0987,Rainfall-Related,12,8,4,12
landslide,rain,medium,80.2119,12.9746,Rainfall-Related,10,8,4,12
landslide,downpour,medium,78.7753,30.15,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,75.5469,33.1445,Rainfall-Related,11,8,4,12
landslide,continuous_rain,medium,91.8717,26.1062,Rainfall-Related,11,8,4,12
landslide,downpour,medium,78.623,30.796,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,94.3551,24.819,Rainfall-Related,11,8,4,12
landslide,downpour,medium,74.88548779,12.89163444,Rainfall-Related,12,8,4,12
landslide,rain,medium,77.1043,31.6865,Rainfall-Related,10,8,4,12
landslide,downpour,medium,77.1727,31.1054,Rainfall-Related,12,8,4,12
landslide,rain,medium,78.3276,30.9206,Rainfall-Related,10,8,4,12
landslide,downpour,medium,94.1399,25.4788,Rainfall-Related,12,8,4,12
landslide,unknown,medium,74.7756,33.1078,Other,3,8,4,13
landslide,downpour,small,77.17798485,31.10587659,Rainfall-Related,12,8,3,12
rock_fall,unknown,medium,77.1209,31.6817,Mountainous Regions,3,6,4,8
landslide,downpour,medium,74.8556,32.7327,Rainfall-Related,12,8,4,12
landslide,downpour,medium,88.1365,27.2644,Rainfall-Related,12,8,4,12
mudslide,rain,medium,74.1011,33.7732,Rainfall-Related,10,7,4,12
rock_fall,unknown,medium,80.553,29.8521,Mountainous Regions,3,6,4,8
landslide,downpour,medium,88.264,27.04,Rainfall-Related,12,8,4,12
landslide,rain,medium,90.0896,25.5006,Rainfall-Related,10,8,4,12
landslide,downpour,medium,79.3286,30.3056,Rainfall-Related,12,8,4,12
landslide,downpour,medium,79.5371,29.2484,Rainfall-Related,12,8,4,12
landslide,rain,medium,91.7138,26.1662,Rainfall-Related,10,8,4,12
landslide,downpour,medium,73.9434,15.5935,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,94.5234,25.8376,Rainfall-Related,11,8,4,12
landslide,continuous_rain,medium,94.4619,26.0481,Rainfall-Related,11,8,4,12
rock_fall,downpour,medium,85.6285,24.6997,Rainfall-Related,12,6,4,12
landslide,rain,small,91.8342,26.1324,Rainfall-Related,10,8,3,12
landslide,rain,medium,75.2257,33.2451,Rainfall-Related,10,8,4,12
landslide,downpour,medium,77.4153,31.4161,Rainfall-Related,12,8,4,12
landslide,downpour,medium,77.1963,8.3295,Rainfall-Related,12,8,4,12
landslide,downpour,medium,79.3351,30.4068,Rainfall-Related,12,8,4,12
rock_fall,downpour,small,74.9426,33.0086,Rainfall-Related,12,6,3,12
landslide,rain,small,88.4694,27.059,Rainfall-Related,10,8,3,12
landslide,rain,large,88.6458,27.1748,Rainfall-Related,10,8,5,12
landslide,downpour,medium,74.2664,15.4123,Rainfall-Related,12,8,4,12
landslide,downpour,medium,94.7844,25.8702,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,94.5224,26.0214,Rainfall-Related,11,8,4,12
landslide,downpour,large,74.856,12.9141,Rainfall-Related,12,8,5,12
mudslide,downpour,small,80.201,29.9964,Rainfall-Related,12,7,3,12
landslide,continuous_rain,medium,93.4251,24.7459,Rainfall-Related,11,8,4,12
mudslide,snowfall_snowmelt,medium,74.2453,33.6846,Snow and Ice,6,7,4,9
landslide,downpour,medium,88.28044714,26.8867642,Rainfall-Related,12,8,4,12
landslide,downpour,medium,75.1982,33.3041,Rainfall-Related,12,8,4,12
rock_fall,monsoon,small,73.3678,18.7686,Mountainous Regions,9,6,3,8
landslide,rain,medium,92.3825,25.2568,Rainfall-Related,10,8,4,12
landslide,tropical_cyclone,large,84.1917,19.2046,Natural Disaster-Prone,7,8,5,11
landslide,downpour,medium,76.0539,34.6056,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,96.9262,27.8835,Rainfall-Related,11,8,4,12
landslide,monsoon,medium,76.3226,32.2239,Other,9,8,4,13
landslide,downpour,medium,96.5316,28.0822,Rainfall-Related,12,8,4,12
landslide,downpour,medium,77.1711,10.3018,Rainfall-Related,12,8,4,12
landslide,rain,small,91.7056,26.1295,Rainfall-Related,10,8,3,12
landslide,unknown,medium,76.3369,32.2237,Other,3,8,4,13
complex,downpour,medium,88.3652,27.167,Rainfall-Related,12,4,4,12
landslide,downpour,medium,78.4384,31.5986,Rainfall-Related,12,8,4,12
landslide,downpour,medium,82.7935,18.7828,Rainfall-Related,12,8,4,12
landslide,construction,small,77.2791,28.5746,Construction and Urban,4,8,3,10
landslide,downpour,medium,74.2718,34.1802,Rainfall-Related,12,8,4,12
landslide,downpour,medium,78.3684,30.5151,Rainfall-Related,12,8,4,12
landslide,downpour,medium,78.0641,30.365,Rainfall-Related,12,8,4,12
landslide,downpour,medium,79.56,30.557,Rainfall-Related,12,8,4,12
landslide,downpour,medium,80.6058,16.5141,Rainfall-Related,12,8,4,12
landslide,monsoon,medium,94.5497,26.1807,Other,9,8,4,13
landslide,downpour,medium,78.0193,31.6223,Rainfall-Related,12,8,4,12
landslide,rain,medium,88.7648,27.3746,Rainfall-Related,10,8,4,12
landslide,unknown,medium,78.1346,31.5216,Other,3,8,4,13
landslide,downpour,medium,75.361,11.855,Rainfall-Related,12,8,4,12
mudslide,rain,medium,75.1533,32.9522,Rainfall-Related,10,7,4,12
landslide,downpour,medium,94.1211,25.5718,Rainfall-Related,12,8,4,12
landslide,monsoon,small,91.8074,26.1963,Other,9,8,3,13
landslide,continuous_rain,medium,74.321,34.2092,Rainfall-Related,11,8,4,12
landslide,downpour,medium,78.4265,30.1035,Rainfall-Related,12,8,4,12
landslide,rain,medium,77.2234,32.351,Rainfall-Related,10,8,4,12
complex,downpour,medium,94.4703,25.6633,Rainfall-Related,12,4,4,12
debris_flow,tropical_cyclone,medium,82.9565,18.3297,Natural Disaster-Prone,7,5,4,11
landslide,rain,large,88.4883,27.201,Rainfall-Related,10,8,5,12
rock_fall,rain,small,77.8644,30.7007,Rainfall-Related,10,6,3,12
other,unknown,small,77.3957,28.6363,Other,3,2,3,13
landslide,downpour,medium,77.895,31.4135,Rainfall-Related,12,8,4,12
landslide,downpour,medium,75.1774,33.3308,Rainfall-Related,12,8,4,12
landslide,downpour,medium,76.8081,9.7268,Rainfall-Related,12,8,4,12
landslide,downpour,medium,74.2493,34.5382,Rainfall-Related,12,8,4,12
mudslide,downpour,medium,79.4633,29.3802,Rainfall-Related,12,7,4,12
landslide,rain,medium,88.42280921,26.99195749,Rainfall-Related,10,8,4,12
landslide,snowfall_snowmelt,medium,77.1613,32.2862,Snow and Ice,6,8,4,9
landslide,continuous_rain,medium,78.48,30.8928,Rainfall-Related,11,8,4,12
landslide,rain,medium,73.8119,15.5931,Rainfall-Related,10,8,4,12
landslide,downpour,medium,75.9568,32.7029,Rainfall-Related,12,8,4,12
landslide,unknown,medium,74.5264,33.6296,Other,3,8,4,13
landslide,downpour,medium,77.4668,30.9009,Rainfall-Related,12,8,4,12
rock_fall,monsoon,small,73.3471,18.7631,Mountainous Regions,9,6,3,8
landslide,downpour,small,76.7907,31.9906,Rainfall-Related,12,8,3,12
rock_fall,unknown,small,76.8285,11.3432,Mountainous Regions,3,6,3,8
landslide,continuous_rain,medium,72.9089,19.0402,Rainfall-Related,11,8,4,12
landslide,rain,medium,79.4633,29.3802,Rainfall-Related,10,8,4,12
landslide,rain,medium,78.754,30.4521,Rainfall-Related,10,8,4,12
landslide,continuous_rain,medium,75.6953,32.9834,Rainfall-Related,11,8,4,12
landslide,monsoon,medium,76.9468,9.8539,Other,9,8,4,13
landslide,rain,medium,78.4543,30.742,Rainfall-Related,10,8,4,12
landslide,rain,small,91.8178,26.159,Rainfall-Related,10,8,3,12
landslide,downpour,medium,91.25,26.3333,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,74.5128,33.3551,Rainfall-Related,11,8,4,12
landslide,downpour,medium,95.029,26.72,Rainfall-Related,12,8,4,12
landslide,rain,medium,94.108,25.4192,Rainfall-Related,10,8,4,12
landslide,downpour,medium,73.46485294,16.94054188,Rainfall-Related,12,8,4,12
landslide,downpour,medium,74.118,14.8009,Rainfall-Related,12,8,4,12
landslide,rain,medium,88.7323,27.3736,Rainfall-Related,10,8,4,12
landslide,tropical_cyclone,medium,88.2592,27.0095,Natural Disaster-Prone,7,8,4,11
landslide,downpour,medium,93.123,25.1718,Rainfall-Related,12,8,4,12
landslide,rain,medium,88.3403,22.6461,Rainfall-Related,10,8,4,12
landslide,downpour,medium,88.6475,27.5509,Rainfall-Related,12,8,4,12
landslide,downpour,medium,76.1249,32.5552,Rainfall-Related,12,8,4,12
landslide,downpour,small,76.4949,11.4991,Rainfall-Related,12,8,3,12
landslide,continuous_rain,medium,88.4779,27.0736,Rainfall-Related,11,8,4,12
landslide,downpour,medium,88.263,27.0366,Rainfall-Related,12,8,4,12
landslide,rain,medium,77.6521,30.5728,Rainfall-Related,10,8,4,12
landslide,rain,medium,80.1,29.33,Rainfall-Related,10,8,4,12
mudslide,downpour,medium,73.4745894,16.93911427,Rainfall-Related,12,7,4,12
landslide,downpour,medium,76.757,31.8028,Rainfall-Related,12,8,4,12
landslide,monsoon,medium,72.9325,19.1646,Other,9,8,4,13
landslide,downpour,medium,78.2242533,30.81507336,Rainfall-Related,12,8,4,12
mudslide,downpour,medium,94.6024,25.426,Rainfall-Related,12,7,4,12
landslide,continuous_rain,medium,75.1495,34.2689,Rainfall-Related,11,8,4,12
mudslide,rain,medium,76.936,31.703,Rainfall-Related,10,7,4,12
mudslide,monsoon,medium,94.5238,26.0093,Other,9,7,4,13
landslide,downpour,large,93.7525,27.1614,Rainfall-Related,12,8,5,12
rock_fall,rain,small,73.4469,18.241,Rainfall-Related,10,6,3,12
rock_fall,rain,medium,91.6739,26.1868,Rainfall-Related,10,6,4,12
landslide,rain,medium,94.2341227,25.51614662,Rainfall-Related,10,8,4,12
landslide,downpour,medium,79.151,30.2902,Rainfall-Related,12,8,4,12
landslide,downpour,medium,75.0772,12.8277,Rainfall-Related,12,8,4,12
landslide,downpour,medium,73.2961,17.8975,Rainfall-Related,12,8,4,12
landslide,downpour,medium,79.233,30.2733,Rainfall-Related,12,8,4,12
rock_fall,downpour,medium,73.8911,15.3739,Rainfall-Related,12,6,4,12
landslide,continuous_rain,small,77.1135,31.9563,Rainfall-Related,11,8,3,12
mudslide,rain,medium,75.4832,34.2946,Rainfall-Related,10,7,4,12
landslide,downpour,small,88.4301,27.0257,Rainfall-Related,12,8,3,12
landslide,downpour,medium,75.2045,33.4209,Rainfall-Related,12,8,4,12
landslide,continuous_rain,small,78.9953,30.6326,Rainfall-Related,11,8,3,12
rock_fall,rain,small,78.0648,30.306,Rainfall-Related,10,6,3,12
mudslide,monsoon,small,76.8294,10.0539,Other,9,7,3,13
landslide,unknown,medium,78.066,31.0826,Other,3,8,4,13
landslide,downpour,large,88.632,27.7565,Rainfall-Related,12,8,5,12
landslide,downpour,medium,78.2936,30.1642,Rainfall-Related,12,8,4,12
landslide,unknown,small,75.1915,32.9913,Other,3,8,3,13
complex,downpour,medium,77.0666,30.4084,Rainfall-Related,12,4,4,12
landslide,downpour,medium,93.0038,26.5836,Rainfall-Related,12,8,4,12
landslide,rain,medium,93.9667,25.1333,Rainfall-Related,10,8,4,12
landslide,unknown,medium,73.8049,15.7156,Other,3,8,4,13
landslide,downpour,small,73.8288,15.4951,Rainfall-Related,12,8,3,12
mudslide,rain,small,74.8122,14.229,Rainfall-Related,10,7,3,12
mudslide,continuous_rain,medium,94.3415,25.0634,Rainfall-Related,11,7,4,12
landslide,downpour,medium,78.6186,30.8183,Rainfall-Related,12,8,4,12
debris_flow,rain,medium,78.7472,30.1176,Rainfall-Related,10,5,4,12
landslide,downpour,medium,93.9128,24.837,Rainfall-Related,12,8,4,12
landslide,downpour,medium,83.0645,18.2733,Rainfall-Related,12,8,4,12
mudslide,rain,medium,88.38,27.1499,Rainfall-Related,10,7,4,12
landslide,rain,medium,88.6115,27.1954,Rainfall-Related,10,8,4,12
landslide,downpour,medium,93.6884,27.1032,Rainfall-Related,12,8,4,12
landslide,downpour,medium,73.0109,19.1993,Rainfall-Related,12,8,4,12
landslide,downpour,medium,88.2627,27.0375,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,78.6171,30.7866,Rainfall-Related,11,8,4,12
landslide,downpour,medium,91.2698,25.4916,Rainfall-Related,12,8,4,12
landslide,downpour,medium,79.0278,30.4008,Rainfall-Related,12,8,4,12
landslide,downpour,medium,88.22551799,27.13862165,Rainfall-Related,12,8,4,12
landslide,rain,medium,74.9112,34.0935,Rainfall-Related,10,8,4,12
landslide,downpour,medium,77.0198,9.5207,Rainfall-Related,12,8,4,12
landslide,rain,medium,94.0,27.163,Rainfall-Related,10,8,4,12
landslide,downpour,medium,78.0906,30.9058,Rainfall-Related,12,8,4,12
landslide,rain,small,91.7697,26.1619,Rainfall-Related,10,8,3,12
landslide,downpour,medium,74.9597,33.9639,Rainfall-Related,12,8,4,12
landslide,rain,medium,93.9877,25.0604,Rainfall-Related,10,8,4,12
landslide,downpour,medium,77.0857,32.3665,Rainfall-Related,12,8,4,12
landslide,downpour,medium,79.3308,30.4043,Rainfall-Related,12,8,4,12
landslide,downpour,medium,78.6007,30.1454,Rainfall-Related,12,8,4,12
landslide,downpour,medium,83.8847,21.786,Rainfall-Related,12,8,4,12
landslide,downpour,medium,92.9064,27.2743,Rainfall-Related,12,8,4,12
rock_fall,downpour,small,88.4486,26.9343,Rainfall-Related,12,6,3,12
landslide,downpour,medium,74.88567317,12.89307458,Rainfall-Related,12,8,4,12
landslide,downpour,medium,78.315,31.587,Rainfall-Related,12,8,4,12
landslide,downpour,medium,74.0227,34.0887,Rainfall-Related,12,8,4,12
landslide,monsoon,medium,88.3373,26.8546,Other,9,8,4,13
landslide,downpour,medium,76.7105,10.007,Rainfall-Related,12,8,4,12
mudslide,mining,medium,92.8411,24.9849,Construction and Urban,5,7,4,10
landslide,downpour,medium,74.8333,33.0829,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,77.13222306,31.69137979,Rainfall-Related,11,8,4,12
landslide,continuous_rain,medium,93.9854,25.5007,Rainfall-Related,11,8,4,12
landslide,downpour,medium,77.1793,31.1011,Rainfall-Related,12,8,4,12
landslide,downpour,medium,92.3567,25.0951,Rainfall-Related,12,8,4,12
landslide,rain,medium,76.7329,9.9983,Rainfall-Related,10,8,4,12
landslide,downpour,medium,93.125,24.3069,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,94.1057,25.6263,Rainfall-Related,11,8,4,12
landslide,continuous_rain,medium,78.4862,30.3799,Rainfall-Related,11,8,4,12
landslide,downpour,medium,77.9521,31.5041,Rainfall-Related,12,8,4,12
rock_fall,continuous_rain,medium,73.3679,18.7687,Rainfall-Related,11,6,4,12
landslide,downpour,medium,74.0256,34.0901,Rainfall-Related,12,8,4,12
landslide,unknown,medium,94.7596,28.1737,Other,3,8,4,13
landslide,rain,medium,74.9985,33.9337,Rainfall-Related,10,8,4,12
landslide,downpour,large,93.6086,27.0869,Rainfall-Related,12,8,5,12
complex,rain,medium,91.8506,25.5576,Rainfall-Related,10,4,4,12
landslide,downpour,medium,79.3532,29.913,Rainfall-Related,12,8,4,12
landslide,downpour,medium,88.40011959,26.74452462,Rainfall-Related,12,8,4,12
landslide,unknown,medium,88.2796,26.888,Other,3,8,4,13
landslide,downpour,medium,76.2227,11.2695,Rainfall-Related,12,8,4,12
landslide,downpour,medium,73.5086,18.3978,Rainfall-Related,12,8,4,12
mudslide,continuous_rain,medium,93.0514,23.8447,Rainfall-Related,11,7,4,12
landslide,rain,large,79.5682,28.8665,Rainfall-Related,10,8,5,12
mudslide,downpour,very_large,77.5874,34.1114,Rainfall-Related,12,7,6,12
landslide,snowfall_snowmelt,medium,75.2439,33.2359,Snow and Ice,6,8,4,9
landslide,continuous_rain,medium,74.4889,33.0365,Rainfall-Related,11,8,4,12
landslide,continuous_rain,small,91.8666,25.5772,Rainfall-Related,11,8,3,12
landslide,downpour,medium,76.7898,9.9903,Rainfall-Related,12,8,4,12
landslide,downpour,medium,73.46476377,16.94057232,Rainfall-Related,12,8,4,12
landslide,downpour,medium,92.0757,25.5498,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,88.28087032,26.88405686,Rainfall-Related,11,8,4,12
landslide,downpour,very_large,93.5444,24.8142,Rainfall-Related,12,8,6,12
landslide,downpour,medium,88.2426,27.3425,Rainfall-Related,12,8,4,12
rock_fall,unknown,small,76.9101,11.3237,Mountainous Regions,3,6,3,8
landslide,downpour,medium,79.3211,29.5477,Rainfall-Related,12,8,4,12
landslide,downpour,medium,77.5435,30.6358,Rainfall-Related,12,8,4,12
landslide,downpour,medium,92.801,25.0477,Rainfall-Related,12,8,4,12
landslide,downpour,medium,94.04619681,25.70223725,Rainfall-Related,12,8,4,12
landslide,downpour,large,88.1069,27.1176,Rainfall-Related,12,8,5,12
landslide,downpour,medium,77.2847,30.7395,Rainfall-Related,12,8,4,12
landslide,continuous_rain,small,89.9032,25.7238,Rainfall-Related,11,8,3,12
landslide,downpour,medium,76.1201,32.5655,Rainfall-Related,12,8,4,12
landslide,unknown,medium,75.1922,33.3376,Other,3,8,4,13
landslide,continuous_rain,medium,94.5247,26.3185,Rainfall-Related,11,8,4,12
landslide,unknown,medium,78.2253,11.81,Other,3,8,4,13
landslide,downpour,medium,76.2833,32.2108,Rainfall-Related,12,8,4,12
landslide,continuous_rain,small,91.7896,26.1844,Rainfall-Related,11,8,3,12
landslide,continuous_rain,medium,72.9981,19.1355,Rainfall-Related,11,8,4,12
landslide,rain,small,75.4446,34.2607,Rainfall-Related,10,8,3,12
landslide,continuous_rain,large,74.056,34.0823,Rainfall-Related,11,8,5,12
landslide,rain,medium,77.3544,30.6738,Rainfall-Related,10,8,4,12
landslide,continuous_rain,small,78.1443,30.4517,Rainfall-Related,11,8,3,12
landslide,rain,medium,94.0691,24.2451,Rainfall-Related,10,8,4,12
landslide,downpour,medium,75.8466,32.5764,Rainfall-Related,12,8,4,12
landslide,downpour,large,77.7274,20.855,Rainfall-Related,12,8,5,12
landslide,downpour,large,77.3265,34.3061,Rainfall-Related,12,8,5,12
landslide,downpour,medium,77.209,31.1066,Rainfall-Related,12,8,4,12
mudslide,continuous_rain,medium,94.1136,25.6237,Rainfall-Related,11,7,4,12
landslide,downpour,medium,75.8011,33.1595,Rainfall-Related,12,8,4,12
landslide,downpour,medium,88.2779,26.8811,Rainfall-Related,12,8,4,12
landslide,rain,medium,78.0501,15.8294,Rainfall-Related,10,8,4,12
landslide,continuous_rain,small,76.3738,9.9431,Rainfall-Related,11,8,3,12
landslide,tropical_cyclone,medium,80.6296,16.5121,Natural Disaster-Prone,7,8,4,11
landslide,downpour,medium,88.3651,27.1675,Rainfall-Related,12,8,4,12
landslide,downpour,medium,75.1892,32.99,Rainfall-Related,12,8,4,12
landslide,downpour,medium,78.3233,30.6179,Rainfall-Related,12,8,4,12
landslide,downpour,medium,75.1916877,33.3390327,Rainfall-Related,12,8,4,12
landslide,rain,medium,77.09,31.13,Rainfall-Related,10,8,4,12
landslide,downpour,medium,77.2466,32.3709,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,94.0644,24.4072,Rainfall-Related,11,8,4,12
landslide,rain,medium,79.2143,30.3629,Rainfall-Related,10,8,4,12
landslide,downpour,medium,92.694,23.7527,Rainfall-Related,12,8,4,12
landslide,downpour,medium,74.9397,33.0107,Rainfall-Related,12,8,4,12
debris_flow,downpour,very_large,79.0666,30.7351,Rainfall-Related,12,5,6,12
mudslide,downpour,medium,94.25,26.138,Rainfall-Related,12,7,4,12
landslide,downpour,medium,77.1104,31.958,Rainfall-Related,12,8,4,12
debris_flow,flooding,medium,76.5516,10.9654,Mountainous Regions,8,5,4,8
landslide,continuous_rain,medium,94.0573,23.9939,Rainfall-Related,11,8,4,12
landslide,rain,medium,91.72137514,26.49349035,Rainfall-Related,10,8,4,12
landslide,downpour,small,77.899,11.3742,Rainfall-Related,12,8,3,12
mudslide,downpour,medium,78.1677,29.9551,Rainfall-Related,12,7,4,12
landslide,downpour,medium,77.8876,33.303,Rainfall-Related,12,8,4,12
landslide,downpour,medium,77.187,32.1896,Rainfall-Related,12,8,4,12
landslide,downpour,medium,77.1498,9.8232,Rainfall-Related,12,8,4,12
complex,downpour,medium,94.1066,25.67,Rainfall-Related,12,4,4,12
landslide,rain,medium,94.0564,24.4279,Rainfall-Related,10,8,4,12
landslide,downpour,medium,80.6525,16.5157,Rainfall-Related,12,8,4,12
landslide,downpour,medium,78.6167,31.8833,Rainfall-Related,12,8,4,12
